fold,model,params,roc_auc,accuracy,precision,recall,f1
8,tree,"{""max_depth"": 3, ""min_samples_leaf"": 5}",0.511461716028845,0.5168855821928293,0.6019217570350034,0.05455337148544414,0.1000399247133976
8,tree,"{""max_depth"": 3, ""min_samples_leaf"": 10}",0.511461716028845,0.5168855821928293,0.6019217570350034,0.05455337148544414,0.1000399247133976
8,tree,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.5132086956117321,0.5098435442882949,0.5015411510328012,0.6781537695944265,0.5766270859228307
8,tree,"{""max_depth"": 5, ""min_samples_leaf"": 5}",0.5132086956117321,0.5098435442882949,0.5015411510328012,0.6781537695944265,0.5766270859228307
8,tree,"{""max_depth"": 5, ""min_samples_leaf"": 10}",0.5130891623996149,0.5097823091760816,0.5014950089700538,0.6781537695944265,0.5765965886552955
8,tree,"{""max_depth"": 8, ""min_samples_leaf"": 1}",0.5071714395061805,0.5016074216956002,0.49536016170525543,0.6707514307041552,0.5698657647183173
8,tree,"{""max_depth"": 8, ""min_samples_leaf"": 5}",0.5074629850237301,0.5017298919200269,0.4954516217954608,0.6708136352326449,0.5699487342106654
8,tree,"{""max_depth"": 8, ""min_samples_leaf"": 10}",0.506704971178881,0.5013012461345335,0.4951407353076006,0.6718711122169694,0.5701240432831882
8,tree,"{""max_depth"": 12, ""min_samples_leaf"": 1}",0.514015548544174,0.5095373687272282,0.5017385469407674,0.511632246827569,0.5066371000030798
8,tree,"{""max_depth"": 12, ""min_samples_leaf"": 5}",0.5136113785116116,0.5093230458344815,0.5015221626887482,0.5123787011694452,0.5068923076923076
8,tree,"{""max_depth"": 12, ""min_samples_leaf"": 10}",0.5131541855414998,0.5092005756100548,0.5014093137254902,0.5090196566310027,0.5051858254105445
8,tree,"{""max_depth"": 16, ""min_samples_leaf"": 1}",0.5080137323294693,0.5067817886776278,0.4988099531193653,0.43020651903458573,0.4619752179285929
8,tree,"{""max_depth"": 16, ""min_samples_leaf"": 5}",0.50990547574631,0.5078534031413613,0.5000726321905868,0.4282781786514058,0.46139927623642946
8,tree,"{""max_depth"": 16, ""min_samples_leaf"": 10}",0.5109677554378235,0.5096904565077616,0.5022780717225162,0.4251679522269221,0.46051745047837217
9,tree,"{""max_depth"": 3, ""min_samples_leaf"": 1}",0.5143928844538982,0.5195650799671281,0.5229424617625638,0.047041865950337415,0.08631882664101947
9,tree,"{""max_depth"": 3, ""min_samples_leaf"": 5}",0.5143928844538982,0.5195650799671281,0.5229424617625638,0.047041865950337415,0.08631882664101947
9,tree,"{""max_depth"": 3, ""min_samples_leaf"": 10}",0.5143957972505481,0.5195650799671281,0.5229424617625638,0.047041865950337415,0.08631882664101947
9,tree,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.5054138906991062,0.49538529616284216,0.484765625,0.7317696389962655,0.5831919170822129
9,tree,"{""max_depth"": 5, ""min_samples_leaf"": 5}",0.5054138906991062,0.49538529616284216,0.484765625,0.7317696389962655,0.5831919170822129
9,tree,"{""max_depth"": 5, ""min_samples_leaf"": 10}",0.5052780155372495,0.4952904734812567,0.4847104749512036,0.7321627465111709,0.5832767889764602
9,tree,"{""max_depth"": 8, ""min_samples_leaf"": 1}",0.505931196182156,0.507332954042607,0.4734860883797054,0.1895433401035183,0.27071538857436955
9,tree,"{""max_depth"": 8, ""min_samples_leaf"": 5}",0.5063386776283312,0.5075225994057778,0.47395150720838797,0.1895433401035183,0.27079140731033835
9,tree,"{""max_depth"": 8, ""min_samples_leaf"": 10}",0.5061453747599969,0.507332954042607,0.47353805945769356,0.18993644761842363,0.2711246200607903
9,tree,"{""max_depth"": 12, ""min_samples_leaf"": 1}",0.513571343762519,0.5074909918452494,0.4912931928598723,0.5896612723579899,0.5360014293371449
9,tree,"{""max_depth"": 12, ""min_samples_leaf"": 5}",0.513203775232526,0.5073645616031355,0.49118209118209116,0.5893992006813864,0.5358270296027161
9,tree,"{""max_depth"": 12, ""min_samples_leaf"": 10}",0.5123551791414952,0.5067640179530943,0.4906943839791032,0.590775076983555,0.5361039269895063
9,tree,"{""max_depth"": 16, ""min_samples_leaf"": 1}",0.5154651657228252,0.5101776344901701,0.4929526563064691,0.5361986503308654,0.5136670327946022
9,tree,"{""max_depth"": 16, ""min_samples_leaf"": 5}",0.5155353489179291,0.510304064732284,0.49308561808561807,0.5373124549564305,0.5142498824267127
9,tree,"{""max_depth"": 16, ""min_samples_leaf"": 10}",0.5145520919971611,0.5098931664454137,0.4926421607218555,0.532988272292472,0.5120216515609265
10,tree,"{""max_depth"": 3, ""min_samples_leaf"": 1}",0.5172856367161947,0.5169312346880558,0.532448377581121,0.049854992404364036,0.09117312792019194
10,tree,"{""max_depth"": 3, ""min_samples_leaf"": 5}",0.5172856367161947,0.5169312346880558,0.532448377581121,0.049854992404364036,0.09117312792019194
10,tree,"{""max_depth"": 3, ""min_samples_leaf"": 10}",0.5172856367161947,0.5169312346880558,0.532448377581121,0.049854992404364036,0.09117312792019194
10,tree,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.5187462337995048,0.5194482666040205,0.5127284085584882,0.2266952078442204,0.31438831697390474
10,tree,"{""max_depth"": 5, ""min_samples_leaf"": 5}",0.5187462337995048,0.5194482666040205,0.5127284085584882,0.2266952078442204,0.31438831697390474
10,tree,"{""max_depth"": 5, ""min_samples_leaf"": 10}",0.5187462337995048,0.5194482666040205,0.5127284085584882,0.2266952078442204,0.31438831697390474
10,tree,"{""max_depth"": 8, ""min_samples_leaf"": 1}",0.5212803690740098,0.5147498070275531,0.5009622625721697,0.4134097500345256,0.45299436310672264
10,tree,"{""max_depth"": 8, ""min_samples_leaf"": 5}",0.5209232346385346,0.514548444474276,0.5007108806556828,0.4134097500345256,0.45289156170808276
10,tree,"{""max_depth"": 8, ""min_samples_leaf"": 10}",0.5207156255485154,0.5144477631976373,0.5005855780491886,0.41320259632647427,0.45271599334241186
10,tree,"{""max_depth"": 12, ""min_samples_leaf"": 1}",0.516266392680019,0.5154545759640232,0.5018568534773802,0.4105786493578235,0.45165210786175464
10,tree,"{""max_depth"": 12, ""min_samples_leaf"": 5}",0.5159270992984728,0.5153538946873847,0.5017268974812569,0.41126916171799477,0.4520168481766782
10,tree,"{""max_depth"": 12, ""min_samples_leaf"": 10}",0.5167049164976005,0.515588817666208,0.5020249746878164,0.410854854301892,0.45188729399255717
10,tree,"{""max_depth"": 16, ""min_samples_leaf"": 1}",0.514017867565275,0.5171997180924254,0.5035309695453877,0.4726557105372186,0.48760507194757086
10,tree,"{""max_depth"": 16, ""min_samples_leaf"": 5}",0.5134836075792332,0.5170319159646944,0.5033671279508621,0.4696865073884823,0.4859439185568852
10,tree,"{""max_depth"": 16, ""min_samples_leaf"": 10}",0.512991520021274,0.5160586636238548,0.5022542175683536,0.4769368871702803,0.48926825812849756
11,tree,"{""max_depth"": 3, ""min_samples_leaf"": 1}",0.5160634294409634,0.5147408050970171,0.5456821026282853,0.05159152762986629,0.09427027027027027
11,tree,"{""max_depth"": 3, ""min_samples_leaf"": 5}",0.5160634294409634,0.5147408050970171,0.5456821026282853,0.05159152762986629,0.09427027027027027
11,tree,"{""max_depth"": 3, ""min_samples_leaf"": 10}",0.5160634294409634,0.5147408050970171,0.5456821026282853,0.05159152762986629,0.09427027027027027
11,tree,"{""max_depth"": 5, ""min_samples_leaf"": 1}",0.5203995955595757,0.5174051549377353,0.5160420598544082,0.22648207312744054,0.3148026315789474
11,tree,"{""max_depth"": 5, ""min_samples_leaf"": 5}",0.5204071002133336,0.5174051549377353,0.5160420598544082,0.22648207312744054,0.3148026315789474
11,tree,"{""max_depth"": 5, ""min_samples_leaf"": 10}",0.5204994249072397,0.5174630755864466,0.5161812297734628,0.22648207312744054,0.3148285220824081
11,tree,"{""max_depth"": 8, ""min_samples_leaf"": 1}",0.5128409593100896,0.5092383434694469,0.49821312540610785,0.3629156312862383,0.4199356472923941
11,tree,"{""max_depth"": 8, ""min_samples_leaf"": 5}",0.5120503124876069,0.5090066608746018,0.4978902953586498,0.3630339604780499,0.41990008896188324
11,tree,"{""max_depth"": 8, ""min_samples_leaf"": 10}",0.5121218349257028,0.5091225021720244,0.49805258033106137,0.36315228966986157,0.4200369533976596
11,tree,"{""max_depth"": 12, ""min_samples_leaf"": 1}",0.5144537550481549,0.511902693310165,0.5019329896907216,0.3687137616850077,0.4251313186438366
11,tree,"{""max_depth"": 12, ""min_samples_leaf"": 5}",0.5158508423349574,0.5122502172024327,0.5024185746533376,0.3687137616850077,0.4253053982119702
11,tree,"{""max_depth"": 12, ""min_samples_leaf"": 10}",0.5151883183445662,0.5122502172024327,0.5024023062139654,0.37119867471305174,0.42694794147669274
11,tree,"{""max_depth"": 16, ""min_samples_leaf"": 1}",0.5110805071599365,0.5071532001158413,0.49508641138597087,0.3457578984735534,0.4071622657284191
11,tree,"{""max_depth"": 16, ""min_samples_leaf"": 5}",0.5145009309932453,0.5087749782797567,0.49744201909959074,0.34516625251449534,0.4075445337059029
11,tree,"{""max_depth"": 16, ""min_samples_leaf"": 10}",0.5135831615116677,0.5090066608746018,0.4977898673920435,0.34646787362442316,0.40856764110793276
